,Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,LongevidadeIDHM,AlfabIDHM,RendaIDHM
229,352030105000060,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,5,,,
230,352030105000061,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),4,0,0.7,0.9275058275058280,0.5166460138882610
231,352030105000062,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,0.7666666666666670,0.9392039800995030,0.5827288166429140
232,352030105000063,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,0.8666666666666670,0.8933982683982680,0.6517065892810840
233,352030105000064,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,0.7666666666666670,0.9894736842105260,0.55659085329102
234,352030105000065,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,0.8166666666666670,0.9606478124244620,0.5297512397999420
235,352042605000001,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.8166666666666670,0.9673415511698710,0.5858668175615880
236,352042605000002,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.7666666666666670,0.9241121197642940,0.6327751128239620
237,352042605000004,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.7833333333333330,0.9061925886095800,0.5470901713542840
238,352042605000005,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,,,
239,352042605000006,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,,,
240,352042605000008,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.8333333333333330,0.8919708029197080,0.5251434314495350
241,352042605000010,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.6833333333333330,0.9216208222419400,0.53536057182435
242,352042605000011,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.8666666666666670,0.9234567901234570,0.6139085543956430
243,352042605000012,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.8833333333333330,0.9376006441223830,0.561827111040208
244,352042605000013,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.75,0.9417078799868120,0.592677507805974
245,352042605000014,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.8333333333333330,0.8578976259091530,0.6241103485419130
246,352042605000015,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.8,0.9043217535153020,0.580154869370551
247,352042605000016,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.75,0.9355105105105110,0.5751685547085650
248,352042605000017,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.7833333333333330,0.8977395630542940,0.5571220148726990
249,352042605000018,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.85,0.9306306306306310,0.5782994515548810
250,352042605000019,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.7833333333333330,0.9401965683824760,0.6451130610259320
251,352042605000020,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.9,0.9612031921424190,0.6510562209266300
252,352042605000021,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.8,0.9679763797410860,0.5788212534603660
253,352042605000022,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.85,0.941859410430839,0.5799124955626220
254,352042605000023,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.8333333333333330,0.9827513227513230,0.6343937020081090
255,352042605000024,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.7833333333333330,0.8519668737060040,0.6146357983012690
256,352042605000025,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.7833333333333330,0.9297037964121820,0.5409211264983890
257,352042605000026,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.75,0.9513853476117630,0.5964183276449690
258,352042605000027,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.85,0.970954457364341,0.5861773004150540
259,352042605000028,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.8666666666666670,0.9672499824302480,0.6456964153646680
260,352042605000029,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.7833333333333330,0.9828595317725750,0.6388080303937060
261,352042605000030,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),2,0,0.7833333333333330,0.8823051948051950,0.6456995422001520
262,352042605000031,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520426,ILHA COMPRIDA,352042605,ILHA COMPRIDA,35204260500,ILHA COMPRIDA,3520426000,ILHA COMPRIDA (todos os setores),1,0,0.8333333333333330,0.9475961359143640,0.6573143974796020
263,352120005000001,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),1,0,0.85,0.9636262016543710,0.5943817542871820
264,352120005000002,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),1,0,0.7666666666666670,0.949597423510467,0.5150322056047810
265,352120005000003,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),1,0,0.8166666666666670,0.9545645645645650,0.6017715199515980
266,352120005000004,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),1,0,0.75,0.9551282051282050,0.5221401565527620
267,352120005000005,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),3,0,0.7833333333333330,0.9603359173126620,0.5147337027854170
268,352120005000006,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.7666666666666670,0.8458110516934050,0.41641236907678000
269,352120005000007,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.8333333333333330,0.9025217613927290,0.4887053870846200
270,352120005000008,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.8,0.9166666666666670,0.49973474678537500
271,352120005000009,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.8,0.8802242609582060,0.5317194703795470
272,352120005000010,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.8333333333333330,0.8130434782608700,0.4216412085483780
273,352120005000011,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.9,0.8848484848484850,0.4334348604311650
274,352120005000012,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.75,0.9358974358974360,0.57934435665758
275,352120005000013,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.65,0.8961837583649850,0.34134607321284200
276,352120005000014,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.45,0.9111111111111110,0.6052538907393190
277,352120005000015,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,,,
278,352120005000016,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.5333333333333330,0.8401084010840110,0.45497464348790000
279,352120005000017,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,,,
280,352120005000019,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.7333333333333330,0.9137529137529140,0.3755022553552430
281,352120005000021,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3521200,IPORANGA,352120005,IPORANGA,35212000500,IPORANGA,3521200000,IPORANGA (todos os setores),8,0,0.75,0.8599777034559640,0.4614489394795880
282,352215805000001,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),1,0,0.7833333333333330,0.9537068477645730,0.5875529130345170
283,352215805000002,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),1,0,0.75,0.9483279395900750,0.5967663420348910
284,352215805000003,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),3,0,0.75,0.8979757908656290,0.47061937297772100
285,352215805000004,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),3,0,0.8833333333333330,0.9444444444444450,0.5088621993267730
286,352215805000005,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),3,0,0.7833333333333330,0.9467353951890040,0.515684015809457
287,352215805000006,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),3,0,0.7833333333333330,0.9102496483825600,0.5321242012932010
288,352215805000007,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),8,0,0.7333333333333330,0.8525339427342380,0.4532328531235400
289,352215805000008,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),8,0,0.7833333333333330,0.9534686971235190,0.4977746490465490
290,352215805000009,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522158,ITAÓCA,352215805,ITAÓCA,35221580500,ITAÓCA,3522158000,ITAÓCA (todos os setores),8,0,0.8,0.9406952965235180,0.49758368119501800
291,352265305000001,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),1,0,0.7666666666666670,0.9401767374289850,0.5616902226130880
292,352265305000002,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),1,0,0.75,0.8917748917748920,0.5242582787811650
293,352265305000003,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),1,0,0.7333333333333330,0.9381661803102440,0.4474341835041260
294,352265305000004,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),8,0,0.8,0.9724770642201830,0.40468467800045700
295,352265305000005,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),8,0,0.7333333333333330,0.9417116259388560,0.43103009372540800
296,352265305000006,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),5,0,0.8,0.9500472660331360,0.5205358652298130
297,352265305000007,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),8,0,0.8333333333333330,0.860547504025765,0.4658153340635470
298,352265305000008,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),8,0,0.7666666666666670,0.9367380703587600,0.4551938731097530
299,352265305000009,3,Região Sudeste,SP,São Paulo,3511,Itapetininga,35044,Capão Bonito,0,Municípios não pertencentes a estrutura de RM,3522653,ITAPIRAPUÃ PAULISTA,352265305,ITAPIRAPUÃ PAULISTA,35226530500,ITAPIRAPUÃ PAULISTA,3522653000,ITAPIRAPUÃ PAULISTA (todos os setores),8,0,0.8333333333333330,0.95679012345679,0.44855150620544800
300,352330505000001,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),1,0,0.9166666666666670,0.9823638802512040,0.6353734425823890
301,352330505000002,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),1,0,0.8833333333333330,0.9487467013538470,0.6263694890006630
302,352330505000003,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),1,0,0.9,0.9641576108616520,0.6065359754731580
303,352330505000004,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),1,0,0.8666666666666670,0.9590762090762090,0.6170777997899480
304,352330505000005,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),2,0,0.8166666666666670,0.9728218504527190,0.5602637359764090
305,352330505000006,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),2,0,0.85,0.957358258059266,0.5344164183307740
306,352330505000007,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.7833333333333330,0.8597000483792940,0.518164192690863
307,352330505000009,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,,,
308,352330505000010,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.5833333333333330,0.8153846153846160,0.5329329630312290
309,352330505000011,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.3,0.6333333333333330,0.3889501021032860
310,352330505000012,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,,,
311,352330505000013,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.7666666666666670,0.8950397369142230,0.4718419264405600
312,352330505000014,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.7166666666666670,0.8285714285714290,0.5941473196545470
313,352330505000015,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35056,Itanhaém,0,Municípios não pertencentes a estrutura de RM,3523305,ITARIRI,352330505,ITARIRI,35233050500,ITARIRI,3523305000,ITARIRI (todos os setores),8,0,0.6833333333333330,0.7555555555555560,0.6522097801748930
